seatId,sectionId,rowNumber,seatNumber,seatType,status,version
SEC_STD01_B_R18_S59,SEC_STD01_B,18,R18-S59,STANDARD,AVAILABLE,0
SEC_STD01_B_R18_S60,SEC_STD01_B,18,R18-S60,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S01,SEC_STD01_B,19,R19-S01,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S02,SEC_STD01_B,19,R19-S02,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S03,SEC_STD01_B,19,R19-S03,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S04,SEC_STD01_B,19,R19-S04,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S05,SEC_STD01_B,19,R19-S05,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S06,SEC_STD01_B,19,R19-S06,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S07,SEC_STD01_B,19,R19-S07,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S08,SEC_STD01_B,19,R19-S08,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S09,SEC_STD01_B,19,R19-S09,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S10,SEC_STD01_B,19,R19-S10,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S11,SEC_STD01_B,19,R19-S11,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S12,SEC_STD01_B,19,R19-S12,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S13,SEC_STD01_B,19,R19-S13,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S14,SEC_STD01_B,19,R19-S14,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S15,SEC_STD01_B,19,R19-S15,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S16,SEC_STD01_B,19,R19-S16,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S17,SEC_STD01_B,19,R19-S17,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S18,SEC_STD01_B,19,R19-S18,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S19,SEC_STD01_B,19,R19-S19,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S20,SEC_STD01_B,19,R19-S20,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S21,SEC_STD01_B,19,R19-S21,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S22,SEC_STD01_B,19,R19-S22,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S23,SEC_STD01_B,19,R19-S23,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S24,SEC_STD01_B,19,R19-S24,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S25,SEC_STD01_B,19,R19-S25,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S26,SEC_STD01_B,19,R19-S26,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S27,SEC_STD01_B,19,R19-S27,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S28,SEC_STD01_B,19,R19-S28,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S29,SEC_STD01_B,19,R19-S29,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S30,SEC_STD01_B,19,R19-S30,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S31,SEC_STD01_B,19,R19-S31,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S32,SEC_STD01_B,19,R19-S32,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S33,SEC_STD01_B,19,R19-S33,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S34,SEC_STD01_B,19,R19-S34,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S35,SEC_STD01_B,19,R19-S35,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S36,SEC_STD01_B,19,R19-S36,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S37,SEC_STD01_B,19,R19-S37,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S38,SEC_STD01_B,19,R19-S38,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S39,SEC_STD01_B,19,R19-S39,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S40,SEC_STD01_B,19,R19-S40,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S41,SEC_STD01_B,19,R19-S41,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S42,SEC_STD01_B,19,R19-S42,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S43,SEC_STD01_B,19,R19-S43,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S44,SEC_STD01_B,19,R19-S44,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S45,SEC_STD01_B,19,R19-S45,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S46,SEC_STD01_B,19,R19-S46,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S47,SEC_STD01_B,19,R19-S47,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S48,SEC_STD01_B,19,R19-S48,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S49,SEC_STD01_B,19,R19-S49,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S50,SEC_STD01_B,19,R19-S50,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S51,SEC_STD01_B,19,R19-S51,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S52,SEC_STD01_B,19,R19-S52,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S53,SEC_STD01_B,19,R19-S53,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S54,SEC_STD01_B,19,R19-S54,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S55,SEC_STD01_B,19,R19-S55,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S56,SEC_STD01_B,19,R19-S56,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S57,SEC_STD01_B,19,R19-S57,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S58,SEC_STD01_B,19,R19-S58,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S59,SEC_STD01_B,19,R19-S59,STANDARD,AVAILABLE,0
SEC_STD01_B_R19_S60,SEC_STD01_B,19,R19-S60,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S01,SEC_STD01_B,20,R20-S01,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S02,SEC_STD01_B,20,R20-S02,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S03,SEC_STD01_B,20,R20-S03,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S04,SEC_STD01_B,20,R20-S04,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S05,SEC_STD01_B,20,R20-S05,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S06,SEC_STD01_B,20,R20-S06,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S07,SEC_STD01_B,20,R20-S07,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S08,SEC_STD01_B,20,R20-S08,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S09,SEC_STD01_B,20,R20-S09,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S10,SEC_STD01_B,20,R20-S10,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S11,SEC_STD01_B,20,R20-S11,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S12,SEC_STD01_B,20,R20-S12,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S13,SEC_STD01_B,20,R20-S13,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S14,SEC_STD01_B,20,R20-S14,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S15,SEC_STD01_B,20,R20-S15,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S16,SEC_STD01_B,20,R20-S16,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S17,SEC_STD01_B,20,R20-S17,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S18,SEC_STD01_B,20,R20-S18,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S19,SEC_STD01_B,20,R20-S19,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S20,SEC_STD01_B,20,R20-S20,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S21,SEC_STD01_B,20,R20-S21,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S22,SEC_STD01_B,20,R20-S22,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S23,SEC_STD01_B,20,R20-S23,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S24,SEC_STD01_B,20,R20-S24,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S25,SEC_STD01_B,20,R20-S25,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S26,SEC_STD01_B,20,R20-S26,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S27,SEC_STD01_B,20,R20-S27,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S28,SEC_STD01_B,20,R20-S28,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S29,SEC_STD01_B,20,R20-S29,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S30,SEC_STD01_B,20,R20-S30,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S31,SEC_STD01_B,20,R20-S31,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S32,SEC_STD01_B,20,R20-S32,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S33,SEC_STD01_B,20,R20-S33,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S34,SEC_STD01_B,20,R20-S34,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S35,SEC_STD01_B,20,R20-S35,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S36,SEC_STD01_B,20,R20-S36,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S37,SEC_STD01_B,20,R20-S37,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S38,SEC_STD01_B,20,R20-S38,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S39,SEC_STD01_B,20,R20-S39,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S40,SEC_STD01_B,20,R20-S40,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S41,SEC_STD01_B,20,R20-S41,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S42,SEC_STD01_B,20,R20-S42,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S43,SEC_STD01_B,20,R20-S43,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S44,SEC_STD01_B,20,R20-S44,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S45,SEC_STD01_B,20,R20-S45,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S46,SEC_STD01_B,20,R20-S46,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S47,SEC_STD01_B,20,R20-S47,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S48,SEC_STD01_B,20,R20-S48,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S49,SEC_STD01_B,20,R20-S49,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S50,SEC_STD01_B,20,R20-S50,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S51,SEC_STD01_B,20,R20-S51,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S52,SEC_STD01_B,20,R20-S52,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S53,SEC_STD01_B,20,R20-S53,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S54,SEC_STD01_B,20,R20-S54,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S55,SEC_STD01_B,20,R20-S55,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S56,SEC_STD01_B,20,R20-S56,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S57,SEC_STD01_B,20,R20-S57,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S58,SEC_STD01_B,20,R20-S58,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S59,SEC_STD01_B,20,R20-S59,STANDARD,AVAILABLE,0
SEC_STD01_B_R20_S60,SEC_STD01_B,20,R20-S60,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S01,SEC_STD01_B,21,R21-S01,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S02,SEC_STD01_B,21,R21-S02,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S03,SEC_STD01_B,21,R21-S03,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S04,SEC_STD01_B,21,R21-S04,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S05,SEC_STD01_B,21,R21-S05,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S06,SEC_STD01_B,21,R21-S06,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S07,SEC_STD01_B,21,R21-S07,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S08,SEC_STD01_B,21,R21-S08,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S09,SEC_STD01_B,21,R21-S09,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S10,SEC_STD01_B,21,R21-S10,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S11,SEC_STD01_B,21,R21-S11,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S12,SEC_STD01_B,21,R21-S12,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S13,SEC_STD01_B,21,R21-S13,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S14,SEC_STD01_B,21,R21-S14,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S15,SEC_STD01_B,21,R21-S15,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S16,SEC_STD01_B,21,R21-S16,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S17,SEC_STD01_B,21,R21-S17,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S18,SEC_STD01_B,21,R21-S18,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S19,SEC_STD01_B,21,R21-S19,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S20,SEC_STD01_B,21,R21-S20,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S21,SEC_STD01_B,21,R21-S21,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S22,SEC_STD01_B,21,R21-S22,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S23,SEC_STD01_B,21,R21-S23,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S24,SEC_STD01_B,21,R21-S24,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S25,SEC_STD01_B,21,R21-S25,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S26,SEC_STD01_B,21,R21-S26,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S27,SEC_STD01_B,21,R21-S27,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S28,SEC_STD01_B,21,R21-S28,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S29,SEC_STD01_B,21,R21-S29,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S30,SEC_STD01_B,21,R21-S30,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S31,SEC_STD01_B,21,R21-S31,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S32,SEC_STD01_B,21,R21-S32,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S33,SEC_STD01_B,21,R21-S33,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S34,SEC_STD01_B,21,R21-S34,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S35,SEC_STD01_B,21,R21-S35,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S36,SEC_STD01_B,21,R21-S36,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S37,SEC_STD01_B,21,R21-S37,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S38,SEC_STD01_B,21,R21-S38,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S39,SEC_STD01_B,21,R21-S39,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S40,SEC_STD01_B,21,R21-S40,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S41,SEC_STD01_B,21,R21-S41,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S42,SEC_STD01_B,21,R21-S42,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S43,SEC_STD01_B,21,R21-S43,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S44,SEC_STD01_B,21,R21-S44,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S45,SEC_STD01_B,21,R21-S45,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S46,SEC_STD01_B,21,R21-S46,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S47,SEC_STD01_B,21,R21-S47,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S48,SEC_STD01_B,21,R21-S48,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S49,SEC_STD01_B,21,R21-S49,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S50,SEC_STD01_B,21,R21-S50,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S51,SEC_STD01_B,21,R21-S51,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S52,SEC_STD01_B,21,R21-S52,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S53,SEC_STD01_B,21,R21-S53,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S54,SEC_STD01_B,21,R21-S54,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S55,SEC_STD01_B,21,R21-S55,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S56,SEC_STD01_B,21,R21-S56,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S57,SEC_STD01_B,21,R21-S57,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S58,SEC_STD01_B,21,R21-S58,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S59,SEC_STD01_B,21,R21-S59,STANDARD,AVAILABLE,0
SEC_STD01_B_R21_S60,SEC_STD01_B,21,R21-S60,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S01,SEC_STD01_B,22,R22-S01,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S02,SEC_STD01_B,22,R22-S02,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S03,SEC_STD01_B,22,R22-S03,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S04,SEC_STD01_B,22,R22-S04,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S05,SEC_STD01_B,22,R22-S05,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S06,SEC_STD01_B,22,R22-S06,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S07,SEC_STD01_B,22,R22-S07,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S08,SEC_STD01_B,22,R22-S08,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S09,SEC_STD01_B,22,R22-S09,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S10,SEC_STD01_B,22,R22-S10,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S11,SEC_STD01_B,22,R22-S11,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S12,SEC_STD01_B,22,R22-S12,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S13,SEC_STD01_B,22,R22-S13,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S14,SEC_STD01_B,22,R22-S14,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S15,SEC_STD01_B,22,R22-S15,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S16,SEC_STD01_B,22,R22-S16,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S17,SEC_STD01_B,22,R22-S17,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S18,SEC_STD01_B,22,R22-S18,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S19,SEC_STD01_B,22,R22-S19,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S20,SEC_STD01_B,22,R22-S20,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S21,SEC_STD01_B,22,R22-S21,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S22,SEC_STD01_B,22,R22-S22,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S23,SEC_STD01_B,22,R22-S23,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S24,SEC_STD01_B,22,R22-S24,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S25,SEC_STD01_B,22,R22-S25,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S26,SEC_STD01_B,22,R22-S26,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S27,SEC_STD01_B,22,R22-S27,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S28,SEC_STD01_B,22,R22-S28,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S29,SEC_STD01_B,22,R22-S29,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S30,SEC_STD01_B,22,R22-S30,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S31,SEC_STD01_B,22,R22-S31,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S32,SEC_STD01_B,22,R22-S32,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S33,SEC_STD01_B,22,R22-S33,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S34,SEC_STD01_B,22,R22-S34,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S35,SEC_STD01_B,22,R22-S35,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S36,SEC_STD01_B,22,R22-S36,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S37,SEC_STD01_B,22,R22-S37,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S38,SEC_STD01_B,22,R22-S38,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S39,SEC_STD01_B,22,R22-S39,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S40,SEC_STD01_B,22,R22-S40,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S41,SEC_STD01_B,22,R22-S41,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S42,SEC_STD01_B,22,R22-S42,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S43,SEC_STD01_B,22,R22-S43,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S44,SEC_STD01_B,22,R22-S44,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S45,SEC_STD01_B,22,R22-S45,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S46,SEC_STD01_B,22,R22-S46,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S47,SEC_STD01_B,22,R22-S47,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S48,SEC_STD01_B,22,R22-S48,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S49,SEC_STD01_B,22,R22-S49,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S50,SEC_STD01_B,22,R22-S50,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S51,SEC_STD01_B,22,R22-S51,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S52,SEC_STD01_B,22,R22-S52,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S53,SEC_STD01_B,22,R22-S53,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S54,SEC_STD01_B,22,R22-S54,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S55,SEC_STD01_B,22,R22-S55,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S56,SEC_STD01_B,22,R22-S56,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S57,SEC_STD01_B,22,R22-S57,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S58,SEC_STD01_B,22,R22-S58,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S59,SEC_STD01_B,22,R22-S59,STANDARD,AVAILABLE,0
SEC_STD01_B_R22_S60,SEC_STD01_B,22,R22-S60,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S01,SEC_STD01_B,23,R23-S01,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S02,SEC_STD01_B,23,R23-S02,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S03,SEC_STD01_B,23,R23-S03,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S04,SEC_STD01_B,23,R23-S04,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S05,SEC_STD01_B,23,R23-S05,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S06,SEC_STD01_B,23,R23-S06,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S07,SEC_STD01_B,23,R23-S07,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S08,SEC_STD01_B,23,R23-S08,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S09,SEC_STD01_B,23,R23-S09,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S10,SEC_STD01_B,23,R23-S10,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S11,SEC_STD01_B,23,R23-S11,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S12,SEC_STD01_B,23,R23-S12,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S13,SEC_STD01_B,23,R23-S13,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S14,SEC_STD01_B,23,R23-S14,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S15,SEC_STD01_B,23,R23-S15,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S16,SEC_STD01_B,23,R23-S16,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S17,SEC_STD01_B,23,R23-S17,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S18,SEC_STD01_B,23,R23-S18,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S19,SEC_STD01_B,23,R23-S19,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S20,SEC_STD01_B,23,R23-S20,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S21,SEC_STD01_B,23,R23-S21,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S22,SEC_STD01_B,23,R23-S22,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S23,SEC_STD01_B,23,R23-S23,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S24,SEC_STD01_B,23,R23-S24,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S25,SEC_STD01_B,23,R23-S25,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S26,SEC_STD01_B,23,R23-S26,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S27,SEC_STD01_B,23,R23-S27,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S28,SEC_STD01_B,23,R23-S28,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S29,SEC_STD01_B,23,R23-S29,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S30,SEC_STD01_B,23,R23-S30,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S31,SEC_STD01_B,23,R23-S31,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S32,SEC_STD01_B,23,R23-S32,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S33,SEC_STD01_B,23,R23-S33,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S34,SEC_STD01_B,23,R23-S34,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S35,SEC_STD01_B,23,R23-S35,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S36,SEC_STD01_B,23,R23-S36,STANDARD,AVAILABLE,0
SEC_STD01_B_R23_S37,SEC_STD01_B,23,R23-S37,STANDARD,AVAILABLE,0
